Original_Path,New_WebP_Path,Status,Error
images\100percent\LoRes-Stoo-MoneyMike_20PS-04728.jpg,processed_images\100percent\LoRes-Stoo-MoneyMike_20PS-04728.webp,SUCCESS,
images\100percent\LoRes-Stoo-MoneyMike_20PS-05453.jpg,processed_images\100percent\LoRes-Stoo-MoneyMike_20PS-05453.webp,SUCCESS,
images\100percent\LoRes-Stoo-MoneyMike_20PS-05644.jpg,processed_images\100percent\LoRes-Stoo-MoneyMike_20PS-05644.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP25_20EW_20Gravel-05490.jpg,processed_images\100percent\LoRes-Stoo-SP25_20EW_20Gravel-05490.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP25_20EW_20Gravel-05805.jpg,processed_images\100percent\LoRes-Stoo-SP25_20EW_20Gravel-05805.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP25_20EW_20Gravel-06310.jpg,processed_images\100percent\LoRes-Stoo-SP25_20EW_20Gravel-06310.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP25_20EW_20Gravel-06438.jpg,processed_images\100percent\LoRes-Stoo-SP25_20EW_20Gravel-06438.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP25_20EW_20Run-08648.jpg,processed_images\100percent\LoRes-Stoo-SP25_20EW_20Run-08648.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP25_20EW_20Road-04122.jpg,processed_images\100percent\LoRes-Stoo-SP25_20EW_20Road-04122.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP25_20MX-06189.jpg,processed_images\100percent\LoRes-Stoo-SP25_20MX-06189.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP25_MTB_Frix-07479_d5ee03ef-033c-428e-aa4e-219877611d5d.jpg,processed_images\100percent\LoRes-Stoo-SP25_MTB_Frix-07479_d5ee03ef-033c-428e-aa4e-219877611d5d.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP26_20Eyewear-Cycling-01197-Aerocraft-Gloss-Black-Photochromic-60032-00019.jpg,processed_images\100percent\LoRes-Stoo-SP26_20Eyewear-Cycling-01197-Aerocraft-Gloss-Black-Photochromic-60032-00019.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP25_MTB_Frix-07577_4e9a4b1d-e1f1-40a0-9948-63738390f284.jpg,processed_images\100percent\LoRes-Stoo-SP25_MTB_Frix-07577_4e9a4b1d-e1f1-40a0-9948-63738390f284.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP25_MTB_Frix-09294_b3a80f27-f168-4c1c-b38b-f59e917f773b.jpg,processed_images\100percent\LoRes-Stoo-SP25_MTB_Frix-09294_b3a80f27-f168-4c1c-b38b-f59e917f773b.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP26_20Eyewear-Cycling-01223-Aerocraft-Gloss-Black-Photochromic-60032-00019.jpg,processed_images\100percent\LoRes-Stoo-SP26_20Eyewear-Cycling-01223-Aerocraft-Gloss-Black-Photochromic-60032-00019.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP26_20Eyewear-Cycling-07062-Korbin-Mate-Juniper-60063-0012.jpg,processed_images\100percent\LoRes-Stoo-SP26_20Eyewear-Cycling-07062-Korbin-Mate-Juniper-60063-0012.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP26_20Eyewear-Cycling-07229-Korbin-Mate-Juniper-60063-0012.jpg,processed_images\100percent\LoRes-Stoo-SP26_20Eyewear-Cycling-07229-Korbin-Mate-Juniper-60063-0012.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP26_20Eyewear-Cycling-08335-S3-Toyoko-60005-10051.jpg,processed_images\100percent\LoRes-Stoo-SP26_20Eyewear-Cycling-08335-S3-Toyoko-60005-10051.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP26_20Eyewear-Cycling-08480-S3-Toyoko-60005-10051.jpg,processed_images\100percent\LoRes-Stoo-SP26_20Eyewear-Cycling-08480-S3-Toyoko-60005-10051.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP26_20Eyewear-Cycling-09223-Speedcraft-Toyoko-60007-10061.jpg,processed_images\100percent\LoRes-Stoo-SP26_20Eyewear-Cycling-09223-Speedcraft-Toyoko-60007-10061.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP26_20Eyewear-Run-00619-Aerocraft-Gloss-Black-Photochromic-60032-00019.jpg,processed_images\100percent\LoRes-Stoo-SP26_20Eyewear-Run-00619-Aerocraft-Gloss-Black-Photochromic-60032-00019.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP26_20Eyewear-Run-05135-HypercraftSQ-Gloss-LightGrey-60001-10008.jpg,processed_images\100percent\LoRes-Stoo-SP26_20Eyewear-Run-05135-HypercraftSQ-Gloss-LightGrey-60001-10008.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP26_20Eyewear-Run-07909-Legere-Round-Polished-Black-60019-10025.jpg,processed_images\100percent\LoRes-Stoo-SP26_20Eyewear-Run-07909-Legere-Round-Polished-Black-60019-10025.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP26_20Eyewear-Run-09030-2-HypercraftSQ-Matte-Juniper-60001-10010.jpg,processed_images\100percent\LoRes-Stoo-SP26_20Eyewear-Run-09030-2-HypercraftSQ-Matte-Juniper-60001-10010.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP26_20Eyewear-Run-09140-HypercraftSQ-Matte-Juniper-60001-10010.jpg,processed_images\100percent\LoRes-Stoo-SP26_20Eyewear-Run-09140-HypercraftSQ-Matte-Juniper-60001-10010.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP26_20Eyewear-Run-09322-HypercraftSQ-Matte-Juniper-60001-10010.jpg,processed_images\100percent\LoRes-Stoo-SP26_20Eyewear-Run-09322-HypercraftSQ-Matte-Juniper-60001-10010.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP26_20Eyewear-Run-09946-2-HypercraftSQ-Satin-Storm-Metallic-60001-10009.jpg,processed_images\100percent\LoRes-Stoo-SP26_20Eyewear-Run-09946-2-HypercraftSQ-Satin-Storm-Metallic-60001-10009.webp,SUCCESS,
images\100percent\LoRes-Stoo-SP26_20Eyewear-Run-09966-HypercraftSQ-Satin-Storm-Metallic-60001-10009.jpg,processed_images\100percent\LoRes-Stoo-SP26_20Eyewear-Run-09966-HypercraftSQ-Satin-Storm-Metallic-60001-10009.webp,SUCCESS,
images\100percent\LoRes-_MG_7878.jpg,processed_images\100percent\LoRes-_MG_7878.webp,SUCCESS,
images\100percent\MG_0424.jpg,processed_images\100percent\MG_0424.webp,SUCCESS,
images\100percent\MG_0816.jpg,processed_images\100percent\MG_0816.webp,SUCCESS,
images\100percent\MG_0833_20_281_29.jpg,processed_images\100percent\MG_0833_20_281_29.webp,SUCCESS,
images\100percent\MG_1685_20_281_29.jpg,processed_images\100percent\MG_1685_20_281_29.webp,SUCCESS,
images\100percent\MG_0952.jpg,processed_images\100percent\MG_0952.webp,SUCCESS,
images\100percent\MG_2544_20_281_29.jpg,processed_images\100percent\MG_2544_20_281_29.webp,SUCCESS,
images\100percent\MLBAuthentic_60007-10076_Action1_toq3hr.jpg,processed_images\100percent\MLBAuthentic_60007-10076_Action1_toq3hr.webp,SUCCESS,
images\100percent\MLBAuthentic_60007-10075_Action1.jpg,processed_images\100percent\MLBAuthentic_60007-10075_Action1.webp,SUCCESS,
images\100percent\MLBAuthentic_60007-10075_Action2.jpg,processed_images\100percent\MLBAuthentic_60007-10075_Action2.webp,SUCCESS,
images\100percent\MLBAuthentic_60007-10076_Action2_qy6um9.jpg,processed_images\100percent\MLBAuthentic_60007-10076_Action2_qy6um9.webp,SUCCESS,
images\100percent\MLBAuthentic_60007-10077_Action1.jpg,processed_images\100percent\MLBAuthentic_60007-10077_Action1.webp,SUCCESS,
images\100percent\MLBAuthentic_60007-10078_Action1.jpg,processed_images\100percent\MLBAuthentic_60007-10078_Action1.webp,SUCCESS,
images\100percent\MLBAuthentic_60007-10077_Action2.jpg,processed_images\100percent\MLBAuthentic_60007-10077_Action2.webp,SUCCESS,
images\100percent\MLBAuthentic_60007-10078_Action2.jpg,processed_images\100percent\MLBAuthentic_60007-10078_Action2.webp,SUCCESS,
images\100percent\MxGPErn_C3_A9e121WEB.jpg,processed_images\100percent\MxGPErn_C3_A9e121WEB.webp,SUCCESS,
images\100percent\MxGPErn_C3_A9e220WEB.jpg,processed_images\100percent\MxGPErn_C3_A9e220WEB.webp,SUCCESS,
images\100percent\MxGPErn_C3_A9e078WEB.jpg,processed_images\100percent\MxGPErn_C3_A9e078WEB.webp,SUCCESS,
images\100percent\MxGPErn_C3_A9e225WEB_eac3a76b-be62-4efb-89ce-365338071ba8.jpg,processed_images\100percent\MxGPErn_C3_A9e225WEB_eac3a76b-be62-4efb-89ce-365338071ba8.webp,SUCCESS,
images\100percent\PDP_BLAKE_SMOKE.jpg,processed_images\100percent\PDP_BLAKE_SMOKE.webp,SUCCESS,
images\100percent\pdp_currently_A2_action1.jpg,processed_images\100percent\pdp_currently_A2_action1.webp,SUCCESS,
images\100percent\pdp_currently_A2_action3.jpg,processed_images\100percent\pdp_currently_A2_action3.webp,SUCCESS,
images\100percent\pdp_currently_A2_action2.jpg,processed_images\100percent\pdp_currently_A2_action2.webp,SUCCESS,
images\100percent\pdp_currently_A2_action5.jpg,processed_images\100percent\pdp_currently_A2_action5.webp,SUCCESS,
images\100percent\pdp_currently_hypercraftsq_action2.jpg,processed_images\100percent\pdp_currently_hypercraftsq_action2.webp,SUCCESS,
images\100percent\pdp_currently_hypercraftsq_action1.jpg,processed_images\100percent\pdp_currently_hypercraftsq_action1.webp,SUCCESS,
images\100percent\pdp_currently_A2_action4.jpg,processed_images\100percent\pdp_currently_A2_action4.webp,SUCCESS,
images\100percent\pdp_currently_hypercraftsq_action4.jpg,processed_images\100percent\pdp_currently_hypercraftsq_action4.webp,SUCCESS,
images\100percent\PDP_ERBA_SMOKE.jpg,processed_images\100percent\PDP_ERBA_SMOKE.webp,SUCCESS,
images\100percent\PDP_ERBA_POLARIZED.jpg,processed_images\100percent\PDP_ERBA_POLARIZED.webp,SUCCESS,
images\100percent\pdp_fa25_zoi_action1.jpg,processed_images\100percent\pdp_fa25_zoi_action1.webp,SUCCESS,
images\100percent\pdp_fa25_zoi_action2.jpg,processed_images\100percent\pdp_fa25_zoi_action2.webp,SUCCESS,
images\100percent\PDP_HUDSON_POLARIZED.jpg,processed_images\100percent\PDP_HUDSON_POLARIZED.webp,SUCCESS,
images\100percent\PDP_HUDSON_HAVANA.jpg,processed_images\100percent\PDP_HUDSON_HAVANA.webp,SUCCESS,
images\100percent\pdp_fa25_zoi_action3.jpg,processed_images\100percent\pdp_fa25_zoi_action3.webp,SUCCESS,
images\100percent\pg_translucent_action1.jpg,processed_images\100percent\pg_translucent_action1.webp,SUCCESS,
images\100percent\pg_translucent_action2.jpg,processed_images\100percent\pg_translucent_action2.webp,SUCCESS,
images\100percent\pg_translucent_action3.jpg,processed_images\100percent\pg_translucent_action3.webp,SUCCESS,
images\100percent\ProPack_Action1.jpg,processed_images\100percent\ProPack_Action1.webp,SUCCESS,
images\100percent\ProPack_Action2.jpg,processed_images\100percent\ProPack_Action2.webp,SUCCESS,
images\100percent\ProPack_Action3.jpg,processed_images\100percent\ProPack_Action3.webp,SUCCESS,
images\100percent\ProPack_Action5.jpg,processed_images\100percent\ProPack_Action5.webp,SUCCESS,
images\100percent\ProPack_Action4.jpg,processed_images\100percent\ProPack_Action4.webp,SUCCESS,
images\100percent\ProPack_Action6.jpg,processed_images\100percent\ProPack_Action6.webp,SUCCESS,
images\100percent\ProPack_Action7.jpg,processed_images\100percent\ProPack_Action7.webp,SUCCESS,
images\100percent\ProPack_Action8.jpg,processed_images\100percent\ProPack_Action8.webp,SUCCESS,
images\100percent\rbh_aerocraft_action1.jpg,processed_images\100percent\rbh_aerocraft_action1.webp,SUCCESS,
images\100percent\rbh_s3_action1.jpg,processed_images\100percent\rbh_s3_action1.webp,SUCCESS,
images\100percent\rbh_speedcraft_action1.jpg,processed_images\100percent\rbh_speedcraft_action1.webp,SUCCESS,
images\100percent\rbh_slendalesl_action1.jpg,processed_images\100percent\rbh_slendalesl_action1.webp,SUCCESS,
images\100percent\RX_CARRIER_SOLO_SMALL_FRONT.jpg,processed_images\100percent\RX_CARRIER_SOLO_SMALL_FRONT.webp,SUCCESS,
images\100percent\S2.jpg,processed_images\100percent\S2.webp,SUCCESS,
images\100percent\S2_60006-00030_FRONT_udc6vj.jpg,processed_images\100percent\S2_60006-00030_FRONT_udc6vj.webp,SUCCESS,
images\100percent\S2_60006-00030_3Q_6hm76p.jpg,processed_images\100percent\S2_60006-00030_3Q_6hm76p.webp,SUCCESS,
images\100percent\S2_60006-00030_PROFILE_gw2u3x.jpg,processed_images\100percent\S2_60006-00030_PROFILE_gw2u3x.webp,SUCCESS,
images\100percent\S2_60006-00030_TOP_3cp0lk.jpg,processed_images\100percent\S2_60006-00030_TOP_3cp0lk.webp,SUCCESS,
images\100percent\S3_60005-00037_FRONT.jpg,processed_images\100percent\S3_60005-00037_FRONT.webp,SUCCESS,
images\100percent\S3_60005-00037_PROFILE.jpg,processed_images\100percent\S3_60005-00037_PROFILE.webp,SUCCESS,
images\100percent\S3_60005-00037_3Q.jpg,processed_images\100percent\S3_60005-00037_3Q.webp,SUCCESS,
images\100percent\S3_60005-00037_TOP.jpg,processed_images\100percent\S3_60005-00037_TOP.webp,SUCCESS,
images\100percent\S3_60005-00041_FRONT.jpg,processed_images\100percent\S3_60005-00041_FRONT.webp,SUCCESS,
images\100percent\S3_60005-00041_3Q.jpg,processed_images\100percent\S3_60005-00041_3Q.webp,SUCCESS,
images\100percent\S3_60005-00041_PROFILE.jpg,processed_images\100percent\S3_60005-00041_PROFILE.webp,SUCCESS,
images\100percent\S3_60005-00041_TOP.jpg,processed_images\100percent\S3_60005-00041_TOP.webp,SUCCESS,
images\100percent\S3_60005-00050_FRONT.jpg,processed_images\100percent\S3_60005-00050_FRONT.webp,SUCCESS,
images\100percent\S3_60005-00050_PROFILE.jpg,processed_images\100percent\S3_60005-00050_PROFILE.webp,SUCCESS,
images\100percent\S3_60005-00050_3Q.jpg,processed_images\100percent\S3_60005-00050_3Q.webp,SUCCESS,
images\100percent\S3_60005-00050_TOP.jpg,processed_images\100percent\S3_60005-00050_TOP.webp,SUCCESS,
images\100percent\S3_TRANSLUCENT_GREY_MATTE_BLACK_HiPER_RED_3Q_60005-10053.jpg,processed_images\100percent\S3_TRANSLUCENT_GREY_MATTE_BLACK_HiPER_RED_3Q_60005-10053.webp,SUCCESS,
images\100percent\S3_TRANSLUCENT_GREY_MATTE_BLACK_HiPER_RED_PROFILE_60005-10053.jpg,processed_images\100percent\S3_TRANSLUCENT_GREY_MATTE_BLACK_HiPER_RED_PROFILE_60005-10053.webp,SUCCESS,
images\100percent\S3_TRANSLUCENT_GREY_MATTE_BLACK_HiPER_RED_FRONT_60005-10053.jpg,processed_images\100percent\S3_TRANSLUCENT_GREY_MATTE_BLACK_HiPER_RED_FRONT_60005-10053.webp,SUCCESS,
images\100percent\S3_TRANSLUCENT_GREY_MATTE_BLACK_HiPER_RED_TOP_60005-10053.jpg,processed_images\100percent\S3_TRANSLUCENT_GREY_MATTE_BLACK_HiPER_RED_TOP_60005-10053.webp,SUCCESS,
images\100percent\SE26_Bruni_Armega_action3.jpg,processed_images\100percent\SE26_Bruni_Armega_action3.webp,SUCCESS,
images\100percent\SE26_Bruni_Armega_action1.jpg,processed_images\100percent\SE26_Bruni_Armega_action1.webp,SUCCESS,
images\100percent\SE26_Bruni_Armega_action2.jpg,processed_images\100percent\SE26_Bruni_Armega_action2.webp,SUCCESS,
images\100percent\SE26_Elly_Aerocraft_Action1_h32x8r.jpg,processed_images\100percent\SE26_Elly_Aerocraft_Action1_h32x8r.webp,SUCCESS,
images\100percent\SE26_Elly_Aerocraft_Action2.jpg,processed_images\100percent\SE26_Elly_Aerocraft_Action2.webp,SUCCESS,
images\100percent\SE26_Elly_Speedcraft_Action2.jpg,processed_images\100percent\SE26_Elly_Speedcraft_Action2.webp,SUCCESS,
images\100percent\SE26_Elly_Speedcraft_Action1.jpg,processed_images\100percent\SE26_Elly_Speedcraft_Action1.webp,SUCCESS,
images\100percent\selekt_action1.jpg,processed_images\100percent\selekt_action1.webp,SUCCESS,
images\100percent\selekt_action2.jpg,processed_images\100percent\selekt_action2.webp,SUCCESS,
images\100percent\SLENDALE_60057-00013_3Q.jpg,processed_images\100percent\SLENDALE_60057-00013_3Q.webp,SUCCESS,
images\100percent\SLENDALE_60057-00013_FRONT.jpg,processed_images\100percent\SLENDALE_60057-00013_FRONT.webp,SUCCESS,
images\100percent\SLENDALE_60057-00013_PROFILE.jpg,processed_images\100percent\SLENDALE_60057-00013_PROFILE.webp,SUCCESS,
images\100percent\SLENDALE_60057-00013_TOP.jpg,processed_images\100percent\SLENDALE_60057-00013_TOP.webp,SUCCESS,
images\100percent\SLENDALE_69113-10012_GREY.jpg,processed_images\100percent\SLENDALE_69113-10012_GREY.webp,SUCCESS,
images\100percent\SLENDALE_SL_60065-00001_3Q.jpg,processed_images\100percent\SLENDALE_SL_60065-00001_3Q.webp,SUCCESS,
images\100percent\SLENDALE_SL_60065-00001_FRONT.jpg,processed_images\100percent\SLENDALE_SL_60065-00001_FRONT.webp,SUCCESS,
images\100percent\SLENDALE_SL_60065-00001_PROFILE.jpg,processed_images\100percent\SLENDALE_SL_60065-00001_PROFILE.webp,SUCCESS,
images\100percent\SLENDALE_SL_60065-00001_TOP.jpg,processed_images\100percent\SLENDALE_SL_60065-00001_TOP.webp,SUCCESS,
images\100percent\SLENDALE_SL_69123-10005_GREY.jpg,processed_images\100percent\SLENDALE_SL_69123-10005_GREY.webp,SUCCESS,
images\100percent\SLENDALE_XS_MATTE_BLACK_PINK_HiPER_BLUE__3Q_60066-00006.jpg,processed_images\100percent\SLENDALE_XS_MATTE_BLACK_PINK_HiPER_BLUE__3Q_60066-00006.webp,SUCCESS,
images\100percent\SLENDALE_XS_MATTE_BLACK_PINK_HiPER_BLUE__FRONT_60066-00006.jpg,processed_images\100percent\SLENDALE_XS_MATTE_BLACK_PINK_HiPER_BLUE__FRONT_60066-00006.webp,SUCCESS,
images\100percent\SLENDALE_XS_MATTE_BLACK_PINK_HiPER_BLUE__PROFILE_60066-00006.jpg,processed_images\100percent\SLENDALE_XS_MATTE_BLACK_PINK_HiPER_BLUE__PROFILE_60066-00006.webp,SUCCESS,
images\100percent\SLENDALE_XS_MATTE_BLACK_PINK_HiPER_BLUE__TOP_60066-00006.jpg,processed_images\100percent\SLENDALE_XS_MATTE_BLACK_PINK_HiPER_BLUE__TOP_60066-00006.webp,SUCCESS,
images\100percent\SLENDALE_XS_MATTE_VIPER_GREEN_HiPER_VITAL_PINK_3Q_60066-00008_20_281_29.jpg,processed_images\100percent\SLENDALE_XS_MATTE_VIPER_GREEN_HiPER_VITAL_PINK_3Q_60066-00008_20_281_29.webp,SUCCESS,
images\100percent\SLENDALE_XS_MATTE_VIPER_GREEN_HiPER_VITAL_PINK_FRONT_60066-00008.jpg,processed_images\100percent\SLENDALE_XS_MATTE_VIPER_GREEN_HiPER_VITAL_PINK_FRONT_60066-00008.webp,SUCCESS,
images\100percent\SLENDALE_XS_MATTE_VIPER_GREEN_HiPER_VITAL_PINK_PROFILE_60066-00008.jpg,processed_images\100percent\SLENDALE_XS_MATTE_VIPER_GREEN_HiPER_VITAL_PINK_PROFILE_60066-00008.webp,SUCCESS,
images\100percent\SLENDALE_XS_MATTE_VIPER_GREEN_HiPER_VITAL_PINK_TOP_60066-00008.jpg,processed_images\100percent\SLENDALE_XS_MATTE_VIPER_GREEN_HiPER_VITAL_PINK_TOP_60066-00008.webp,SUCCESS,
images\100percent\SLENDALE_XS_TRANSLUCENT_BLUE_HiPER_VITAL_PINK_3Q_60066-00007.jpg,processed_images\100percent\SLENDALE_XS_TRANSLUCENT_BLUE_HiPER_VITAL_PINK_3Q_60066-00007.webp,SUCCESS,
images\100percent\SLENDALE_XS_TRANSLUCENT_BLUE_HiPER_VITAL_PINK_FRONT_60066-00007.jpg,processed_images\100percent\SLENDALE_XS_TRANSLUCENT_BLUE_HiPER_VITAL_PINK_FRONT_60066-00007.webp,SUCCESS,
images\100percent\SLENDALE_XS_TRANSLUCENT_BLUE_HiPER_VITAL_PINK_TOP_60066-00007.jpg,processed_images\100percent\SLENDALE_XS_TRANSLUCENT_BLUE_HiPER_VITAL_PINK_TOP_60066-00007.webp,SUCCESS,
images\100percent\SLENDALE_XS_TRANSLUCENT_BLUE_HiPER_VITAL_PINK__PROFILE_60066-00007.jpg,processed_images\100percent\SLENDALE_XS_TRANSLUCENT_BLUE_HiPER_VITAL_PINK__PROFILE_60066-00007.webp,SUCCESS,
images\100percent\SNOW26_20-_20PDP_20BEAUTIES_2001.png,processed_images\100percent\SNOW26_20-_20PDP_20BEAUTIES_2001.webp,SUCCESS,
images\100percent\SNOW26_20-_20PDP_20BEAUTIES_2002.png,processed_images\100percent\SNOW26_20-_20PDP_20BEAUTIES_2002.webp,SUCCESS,
images\100percent\SNOW26_20-_20PDP_20BEAUTIES_2003.png,processed_images\100percent\SNOW26_20-_20PDP_20BEAUTIES_2003.webp,SUCCESS,
images\100percent\SNOW26_20-_20PDP_20BEAUTIES_2004.png,processed_images\100percent\SNOW26_20-_20PDP_20BEAUTIES_2004.webp,SUCCESS,
images\100percent\SNOW26_20-_20PDP_20BEAUTIES_2005.png,processed_images\100percent\SNOW26_20-_20PDP_20BEAUTIES_2005.webp,SUCCESS,
images\100percent\soto_speedcraft_action1.jpg,processed_images\100percent\soto_speedcraft_action1.webp,SUCCESS,
images\100percent\SP20_LEGERESQUARE_60020-00000_3Q.jpg,processed_images\100percent\SP20_LEGERESQUARE_60020-00000_3Q.webp,SUCCESS,
images\100percent\soto_speedcraft_action2.jpg,processed_images\100percent\soto_speedcraft_action2.webp,SUCCESS,
images\100percent\SP20_LEGERESQUARE_60020-00000_FRONT.jpg,processed_images\100percent\SP20_LEGERESQUARE_60020-00000_FRONT.webp,SUCCESS,
images\100percent\SP20_LEGERESQUARE_60020-00000_PROFILE.jpg,processed_images\100percent\SP20_LEGERESQUARE_60020-00000_PROFILE.webp,SUCCESS,
images\100percent\SP20_S3_61034-000-43_3Q_1.jpg,processed_images\100percent\SP20_S3_61034-000-43_3Q_1.webp,SUCCESS,
images\100percent\SP21_Airmatic_Pant_43300-052_006_1ceb2d06-b306-4241-90ac-70141a70a1d9.jpg,processed_images\100percent\SP21_Airmatic_Pant_43300-052_006_1ceb2d06-b306-4241-90ac-70141a70a1d9.webp,SUCCESS,
images\100percent\SP21_Airmatic_Pant_43300-052_013_4db2527d-24d7-42f1-b01b-6a6f80c2585f.jpg,processed_images\100percent\SP21_Airmatic_Pant_43300-052_013_4db2527d-24d7-42f1-b01b-6a6f80c2585f.webp,SUCCESS,
images\100percent\SP21_Airmatic_Pant_43300-052_017_ALT_d7d601e5-498d-4613-86d3-984e31a1b7b5.jpg,processed_images\100percent\SP21_Airmatic_Pant_43300-052_017_ALT_d7d601e5-498d-4613-86d3-984e31a1b7b5.webp,SUCCESS,
images\100percent\SP21_Hypercraft_61039-412-01-3Q_3c52f067-7385-4566-b5f0-59a0bda2b61e.jpg,processed_images\100percent\SP21_Hypercraft_61039-412-01-3Q_3c52f067-7385-4566-b5f0-59a0bda2b61e.webp,SUCCESS,
images\100percent\SP21_S3_61034-407-02-3Q.jpg,processed_images\100percent\SP21_S3_61034-407-02-3Q.webp,SUCCESS,
images\100percent\SP22_HYPERCRAFT_XS_60002-00001_3Q.jpg,processed_images\100percent\SP22_HYPERCRAFT_XS_60002-00001_3Q.webp,SUCCESS,
images\100percent\SP22_LENSES_59051-00001_20_281_29.jpg,processed_images\100percent\SP22_LENSES_59051-00001_20_281_29.webp,SUCCESS,
images\100percent\SP22_LENSES_59051-00002_20_281_29.jpg,processed_images\100percent\SP22_LENSES_59051-00002_20_281_29.webp,SUCCESS,
images\100percent\SP22_NORVIK_60031-00001_3Q_001.jpg,processed_images\100percent\SP22_NORVIK_60031-00001_3Q_001.webp,SUCCESS,
images\100percent\SP22_UMBRELLA_PRODUCT-29006-00000.jpg,processed_images\100percent\SP22_UMBRELLA_PRODUCT-29006-00000.webp,SUCCESS,
images\100percent\SP23_LEGERE_ROUND_LENS_69071-00009.jpg,processed_images\100percent\SP23_LEGERE_ROUND_LENS_69071-00009.webp,SUCCESS,
images\100percent\SP23_LEGERE_SQUARE_LENS_69074-00007.jpg,processed_images\100percent\SP23_LEGERE_SQUARE_LENS_69074-00007.webp,SUCCESS,
images\100percent\SP23_S2_LENS_69029-00020.jpg,processed_images\100percent\SP23_S2_LENS_69029-00020.webp,SUCCESS,
images\100percent\SP24_AEROCRAFT_60032-00010_3Q_abca8a77-4e62-4b76-87c4-62c1b93c0d08.jpg,processed_images\100percent\SP24_AEROCRAFT_60032-00010_3Q_abca8a77-4e62-4b76-87c4-62c1b93c0d08.webp,SUCCESS,
images\100percent\SP24_AEROCRAFT_60032-00010_DETAIL-008_8a383325-0739-49be-8e9d-655a839ccd08.jpg,processed_images\100percent\SP24_AEROCRAFT_60032-00010_DETAIL-008_8a383325-0739-49be-8e9d-655a839ccd08.webp,SUCCESS,
images\100percent\SP24_AEROCRAFT_60032-00010_DETAIL-023_bafe2290-d8c8-404d-b9c3-7dbf759336dd.jpg,processed_images\100percent\SP24_AEROCRAFT_60032-00010_DETAIL-023_bafe2290-d8c8-404d-b9c3-7dbf759336dd.webp,SUCCESS,
images\100percent\SP24_AEROCRAFT_60032-00010_FRONT.jpg,processed_images\100percent\SP24_AEROCRAFT_60032-00010_FRONT.webp,SUCCESS,
images\100percent\SP24_AEROCRAFT_60032-00010_DETAIL-030_ee87658b-bb06-41ac-98aa-2cdc3e92c416.jpg,processed_images\100percent\SP24_AEROCRAFT_60032-00010_DETAIL-030_ee87658b-bb06-41ac-98aa-2cdc3e92c416.webp,SUCCESS,
images\100percent\SP24_AEROCRAFT_60032-00010_PROFILE.jpg,processed_images\100percent\SP24_AEROCRAFT_60032-00010_PROFILE.webp,SUCCESS,
images\100percent\SP24_AEROCRAFT_60032-00010_TOP.jpg,processed_images\100percent\SP24_AEROCRAFT_60032-00010_TOP.webp,SUCCESS,
images\100percent\SP24_AEROCRAFT_60032-00011_3Q.jpg,processed_images\100percent\SP24_AEROCRAFT_60032-00011_3Q.webp,SUCCESS,
images\100percent\SP24_AEROCRAFT_60032-00011_FRONT_e0fed716-974e-41e3-8266-9f7db6966491.jpg,processed_images\100percent\SP24_AEROCRAFT_60032-00011_FRONT_e0fed716-974e-41e3-8266-9f7db6966491.webp,SUCCESS,
images\100percent\SP24_AEROCRAFT_60032-00011_PROFILE.jpg,processed_images\100percent\SP24_AEROCRAFT_60032-00011_PROFILE.webp,SUCCESS,
images\100percent\SP24_AEROCRAFT_60032-00011_TOP.jpg,processed_images\100percent\SP24_AEROCRAFT_60032-00011_TOP.webp,SUCCESS,
images\100percent\SP24_AEROCRAFT_60032-00014_3Q_221403e3-e7d3-47ab-983d-61677b1ef41d.jpg,processed_images\100percent\SP24_AEROCRAFT_60032-00014_3Q_221403e3-e7d3-47ab-983d-61677b1ef41d.webp,SUCCESS,
images\100percent\SP24_AEROCRAFT_60032-00014_FRONT_5d2262e2-2342-49b7-9a06-81cd6c32a4a6.jpg,processed_images\100percent\SP24_AEROCRAFT_60032-00014_FRONT_5d2262e2-2342-49b7-9a06-81cd6c32a4a6.webp,SUCCESS,
